"tool","precision","recall","f_measure","overlap","counter_tool","counter_txtwerk","dpa_id"
"textrazor",0.5263157894736842,0.8333333333333334,0.6451612903225806,10,19,12,"urn:newsml:dpa.com:20090101:170519-99-514139/3"
"textrazor",0.9444444444444444,0.85,0.8947368421052632,17,18,20,"urn:newsml:dpa.com:20090101:170519-99-515671/4"
"textrazor",0.6842105263157895,0.65,0.6666666666666667,13,19,20,"urn:newsml:dpa.com:20090101:170519-99-518190/14"
"textrazor",0.6470588235294118,0.55,0.5945945945945946,11,17,20,"urn:newsml:dpa.com:20090101:170519-99-520411/7"
"textrazor",0.4166666666666667,0.8333333333333334,0.5555555555555556,5,12,6,"urn:newsml:dpa.com:20090101:170519-99-521593/2"
"textrazor",0.4,0.46153846153846156,0.42857142857142855,6,15,13,"urn:newsml:dpa.com:20090101:170519-99-523889/4"
"textrazor",0.625,0.8333333333333334,0.7142857142857143,10,16,12,"urn:newsml:dpa.com:20090101:170520-99-529303/3"
"textrazor",0.5476190476190477,0.6388888888888888,0.5897435897435898,23,42,36,"urn:newsml:dpa.com:20090101:170520-99-529692/2"
"textrazor",0.5161290322580645,0.5714285714285714,0.5423728813559322,16,31,28,"urn:newsml:dpa.com:20090101:170520-99-530123/2"
"textrazor",0.2641509433962264,0.3181818181818182,0.28865979381443296,14,53,44,"urn:newsml:dpa.com:20090101:170522-99-551898/12"
"textrazor",0.22115384615384615,0.6764705882352942,0.3333333333333333,23,104,34,"urn:newsml:dpa.com:20090101:170522-99-556187/5"
"textrazor",0.59375,0.6785714285714286,0.6333333333333334,38,64,56,"urn:newsml:dpa.com:20090101:170523-99-567571/3"
"textrazor",0.3333333333333333,0.55,0.4150943396226416,22,66,40,"urn:newsml:dpa.com:20090101:170523-99-569260/2"
"textrazor",0.5,0.5333333333333333,0.5161290322580646,8,16,15,"urn:newsml:dpa.com:20090101:170524-99-577707/2"
"textrazor",0.875,0.8235294117647058,0.8484848484848485,14,16,17,"urn:newsml:dpa.com:20090101:170524-99-579907/7"
"textrazor",0.5454545454545454,0.8571428571428571,0.6666666666666665,6,11,7,"urn:newsml:dpa.com:20090101:170524-99-582074/4"
"textrazor",0.5783132530120482,0.6666666666666666,0.6193548387096774,48,83,72,"urn:newsml:dpa.com:20090101:170525-99-598718/4"
"textrazor",0.6923076923076923,0.8181818181818182,0.7500000000000001,9,13,11,"urn:newsml:dpa.com:20090101:170526-99-604256/2"
"textrazor",0.29508196721311475,0.5142857142857142,0.37499999999999994,18,61,35,"urn:newsml:dpa.com:20090101:170526-99-610102/3"
"textrazor",0.6923076923076923,0.6428571428571429,0.6666666666666666,9,13,14,"urn:newsml:dpa.com:20090101:170526-99-612770/2"
"textrazor",0.8,0.8888888888888888,0.8421052631578948,16,20,18,"urn:newsml:dpa.com:20090101:170526-99-612882/2"
"textrazor",0.5789473684210527,0.7333333333333333,0.6470588235294117,11,19,15,"urn:newsml:dpa.com:20090101:170527-99-617429/4"
"textrazor",0.6071428571428571,0.8947368421052632,0.7234042553191489,17,28,19,"urn:newsml:dpa.com:20090101:170527-99-618317/2"
"textrazor",0.7058823529411765,0.7058823529411765,0.7058823529411765,12,17,17,"urn:newsml:dpa.com:20090101:170527-99-619249/2"
"textrazor",0.42105263157894735,0.5333333333333333,0.47058823529411764,8,19,15,"urn:newsml:dpa.com:20090101:170527-99-621674/2"
"textrazor",0.4918032786885246,0.7142857142857143,0.5825242718446602,30,61,42,"urn:newsml:dpa.com:20090101:170528-99-626865/2"
"textrazor",0.6363636363636364,0.4666666666666667,0.5384615384615385,7,11,15,"urn:newsml:dpa.com:20090101:170528-99-626919/3"
"textrazor",0.5,0.5365853658536586,0.5176470588235295,22,44,41,"urn:newsml:dpa.com:20090101:170528-99-627876/3"
"textrazor",0.6875,0.5789473684210527,0.6285714285714286,11,16,19,"urn:newsml:dpa.com:20090101:170529-99-635596/14"
"textrazor",0.37735849056603776,0.45454545454545453,0.41237113402061865,20,53,44,"urn:newsml:dpa.com:20090101:170529-99-636063/3"
"textrazor",0.4,0.5833333333333334,0.4745762711864407,14,35,24,"urn:newsml:dpa.com:20090101:170530-99-652208/5"
"textrazor",1,0.75,0.8571428571428571,3,3,4,"urn:newsml:dpa.com:20090101:170530-99-652872/1"
"textrazor",0.3103448275862069,0.6923076923076923,0.4285714285714286,9,29,13,"urn:newsml:dpa.com:20090101:170530-99-655011/8"
"textrazor",0.8,0.7272727272727273,0.761904761904762,8,10,11,"urn:newsml:dpa.com:20090101:170530-99-656619/2"
"textrazor",0.42857142857142855,0.36,0.391304347826087,9,21,25,"urn:newsml:dpa.com:20090101:170530-99-659063/4"
"textrazor",0.5263157894736842,0.6666666666666666,0.5882352941176471,10,19,15,"urn:newsml:dpa.com:20090101:170531-99-666630/3"
"textrazor",0.5454545454545454,0.42857142857142855,0.4799999999999999,6,11,14,"urn:newsml:dpa.com:20090101:170531-99-671441/7"
"textrazor",0.6842105263157895,0.7647058823529411,0.7222222222222222,13,19,17,"urn:newsml:dpa.com:20090101:170601-99-681552/2"
"textrazor",0.6521739130434783,0.75,0.6976744186046512,15,23,20,"urn:newsml:dpa.com:20090101:170601-99-683131/2"
"textrazor",0.5714285714285714,0.46153846153846156,0.5106382978723405,12,21,26,"urn:newsml:dpa.com:20090101:170601-99-683403/3"
"textrazor",0.5061728395061729,0.8723404255319149,0.640625,41,81,47,"urn:newsml:dpa.com:20090101:170601-99-683616/7"
"textrazor",0.5238095238095238,0.7333333333333333,0.611111111111111,11,21,15,"urn:newsml:dpa.com:20090101:170601-99-686072/1"
"textrazor",0.6666666666666666,0.5333333333333333,0.5925925925925926,8,12,15,"urn:newsml:dpa.com:20090101:170601-99-686825/4"
"textrazor",0.5294117647058824,0.5,0.5142857142857143,9,17,18,"urn:newsml:dpa.com:20090101:170601-99-686948/3"
"textrazor",0.6666666666666666,0.6666666666666666,0.6666666666666666,2,3,3,"urn:newsml:dpa.com:20090101:170602-99-694584/4"
"textrazor",0.5714285714285714,0.7272727272727273,0.64,8,14,11,"urn:newsml:dpa.com:20090101:170602-99-695043/6"
"textrazor",0.6363636363636364,0.7,0.6666666666666666,7,11,10,"urn:newsml:dpa.com:20090101:170602-99-698230/2"
"textrazor",0.7,0.4375,0.5384615384615384,7,10,16,"urn:newsml:dpa.com:20090101:170603-99-708352/3"
"textrazor",0.6875,0.7333333333333333,0.7096774193548386,11,16,15,"urn:newsml:dpa.com:20090101:170604-99-720408/5"
"textrazor",0.6153846153846154,0.5714285714285714,0.5925925925925927,8,13,14,"urn:newsml:dpa.com:20090101:170605-99-724036/2"
"textrazor",0.3185483870967742,0.626984126984127,0.4224598930481283,79,248,126,"urn:newsml:dpa.com:20090101:170605-99-724867/2"
"textrazor",0.8571428571428571,0.75,0.7999999999999999,6,7,8,"urn:newsml:dpa.com:20090101:170605-99-725176/3"
"textrazor",0.42857142857142855,0.5833333333333334,0.49411764705882355,21,49,36,"urn:newsml:dpa.com:20090101:170605-99-727808/5"
"textrazor",0.4,0.8571428571428571,0.5454545454545455,6,15,7,"urn:newsml:dpa.com:20090101:170605-99-728589/2"
"txt_alt",0.8,0.3076923076923077,0.4444444444444444,4,5,13,"urn:newsml:dpa.com:20090101:170216-99-318704/11"
"txt_alt",0.5,0.3,0.37499999999999994,3,6,10,"urn:newsml:dpa.com:20090101:170220-99-361784/2"
"txt_alt",0.8571428571428571,0.5581395348837209,0.676056338028169,24,28,43,"urn:newsml:dpa.com:20090101:170221-99-370286/3"
"txt_alt",0.6,0.2222222222222222,0.32432432432432434,6,10,27,"urn:newsml:dpa.com:20090101:170221-99-372882/9"
"txt_alt",0.48,0.2727272727272727,0.34782608695652173,12,25,44,"urn:newsml:dpa.com:20090101:170221-99-377310/4"
"txt_alt",1,0.2,0.33333333333333337,3,3,15,"urn:newsml:dpa.com:20090101:170221-99-379969/2"
"txt_alt",0.7222222222222222,0.325,0.44827586206896547,13,18,40,"urn:newsml:dpa.com:20090101:170222-90-024563/2"
"txt_alt",0.9,0.6428571428571429,0.75,9,10,14,"urn:newsml:dpa.com:20090101:170222-99-389788/2"
"txt_alt",0.84,0.5779816513761468,0.6847826086956522,63,75,109,"urn:newsml:dpa.com:20090101:170222-99-391294/2"
"txt_alt",0.6,0.21428571428571427,0.3157894736842105,3,5,14,"urn:newsml:dpa.com:20090101:170223-99-399051/2"
"txt_alt",0.8125,0.5652173913043478,0.6666666666666667,13,16,23,"urn:newsml:dpa.com:20090101:170223-99-401922/5"
"txt_alt",0.45454545454545453,0.25,0.3225806451612903,5,11,20,"urn:newsml:dpa.com:20090101:170223-99-408779/10"
"txt_alt",0.875,0.5121951219512195,0.6461538461538462,21,24,41,"urn:newsml:dpa.com:20090101:170224-99-421725/2"
"txt_alt",1,0.5,0.6666666666666666,7,7,14,"urn:newsml:dpa.com:20090101:170224-99-422092/2"
"txt_alt",0.3333333333333333,0.14285714285714285,0.2,1,3,7,"urn:newsml:dpa.com:20090101:170224-99-422249/4"
"txt_alt",0.5,0.23076923076923078,0.3157894736842105,3,6,13,"urn:newsml:dpa.com:20090101:170224-99-422406/2"
"txt_alt",1,0.6666666666666666,0.8,2,2,3,"urn:newsml:dpa.com:20090101:170224-99-424234/1"
"txt_alt",0.8,0.6666666666666666,0.7272727272727272,4,5,6,"urn:newsml:dpa.com:20090101:170226-99-439868/2"
"txt_alt",1,0.625,0.7692307692307693,5,5,8,"urn:newsml:dpa.com:20090101:170226-99-440162/2"
"txt_alt",0.8333333333333334,0.4794520547945205,0.608695652173913,35,42,73,"urn:newsml:dpa.com:20090101:170226-99-440228/2"
"txt_alt",0.8181818181818182,0.6428571428571429,0.7200000000000001,9,11,14,"urn:newsml:dpa.com:20090101:170226-99-442102/2"
"txt_alt",0.7450980392156863,0.37254901960784315,0.49673202614379086,38,51,102,"urn:newsml:dpa.com:20090101:170226-99-445301/2"
"txt_alt",0.9032258064516129,0.509090909090909,0.6511627906976745,28,31,55,"urn:newsml:dpa.com:20090101:170227-99-451895/7"
"txt_alt",0.7857142857142857,0.5,0.6111111111111112,11,14,22,"urn:newsml:dpa.com:20090101:170227-99-452755/2"
"txt_alt",0.5833333333333334,0.5,0.5384615384615384,14,24,28,"urn:newsml:dpa.com:20090101:170227-99-452852/5"
"txt_alt",1,0.2727272727272727,0.42857142857142855,3,3,11,"urn:newsml:dpa.com:20090101:170227-99-453134/6"
"txt_alt",0.7333333333333333,0.4583333333333333,0.5641025641025641,11,15,24,"urn:newsml:dpa.com:20090101:170227-99-459704/6"
"txt_alt",0.8333333333333334,0.5,0.625,5,6,10,"urn:newsml:dpa.com:20090101:170227-99-460140/2"
"txt_alt",0.9038461538461539,0.44761904761904764,0.5987261146496815,47,52,105,"urn:newsml:dpa.com:20090101:170227-99-460405/2"
"txt_alt",0.8,0.4,0.5333333333333333,4,5,10,"urn:newsml:dpa.com:20090101:170228-99-462758/3"
"txt_alt",0.7586206896551724,0.5945945945945946,0.6666666666666667,22,29,37,"urn:newsml:dpa.com:20090101:170228-99-467319/8"
"txt_alt",0.5833333333333334,0.28,0.3783783783783784,7,12,25,"urn:newsml:dpa.com:20090101:170228-99-467750/3"
"txt_alt",0.8695652173913043,0.35714285714285715,0.5063291139240507,20,23,56,"urn:newsml:dpa.com:20090101:170228-99-467910/4"
"txt_alt",1,0.3333333333333333,0.5,2,2,6,"urn:newsml:dpa.com:20090101:170228-99-468562/3"
"txt_alt",1,0.7272727272727273,0.8421052631578948,8,8,11,"urn:newsml:dpa.com:20090101:170228-99-470222/2"
"txt_alt",0.4,0.2222222222222222,0.2857142857142857,2,5,9,"urn:newsml:dpa.com:20090101:170228-99-470344/6"
"txt_alt",1,0.4666666666666667,0.6363636363636364,7,7,15,"urn:newsml:dpa.com:20090101:170228-99-470631/12"
"txt_alt",0.5714285714285714,0.3076923076923077,0.4,4,7,13,"urn:newsml:dpa.com:20090101:170228-99-470708/4"
"txt_alt",0.5,0.25,0.3333333333333333,4,8,16,"urn:newsml:dpa.com:20090101:170228-99-470921/2"
"txt_alt",0.9117647058823529,0.5740740740740741,0.7045454545454545,31,34,54,"urn:newsml:dpa.com:20090101:170228-99-472936/11"
"txt_alt",0.875,0.3888888888888889,0.5384615384615385,7,8,18,"urn:newsml:dpa.com:20090101:170301-99-476037/6"
"txt_alt",0.9047619047619048,0.7037037037037037,0.7916666666666667,19,21,27,"urn:newsml:dpa.com:20090101:170301-99-477950/3"
"txt_alt",1,0.2857142857142857,0.4444444444444445,4,4,14,"urn:newsml:dpa.com:20090101:170301-99-483393/3"
"txt_alt",0.8571428571428571,0.6,0.7058823529411764,6,7,10,"urn:newsml:dpa.com:20090101:170301-99-487429/4"
"txt_alt",0.75,0.375,0.5,3,4,8,"urn:newsml:dpa.com:20090101:170301-99-487648/2"
"txt_alt",1,0.4166666666666667,0.5882352941176471,5,5,12,"urn:newsml:dpa.com:20090101:170302-99-492956/2"
"txt_alt",0.6428571428571429,0.3,0.4090909090909091,9,14,30,"urn:newsml:dpa.com:20090101:170302-99-496162/11"
"txt_alt",0.5,0.2222222222222222,0.30769230769230765,2,4,9,"urn:newsml:dpa.com:20090101:170302-99-496210/12"
"txt_alt",0.8181818181818182,0.5,0.6206896551724137,45,55,90,"urn:newsml:dpa.com:20090101:170302-99-498951/11"
"txt_alt",0.84,0.4883720930232558,0.6176470588235294,21,25,43,"urn:newsml:dpa.com:20090101:170302-99-500593/12"
"txt_alt",0.7777777777777778,0.5384615384615384,0.6363636363636364,7,9,13,"urn:newsml:dpa.com:20090101:170302-99-506205/2"
"txt_alt",0.7536231884057971,0.36879432624113473,0.49523809523809526,52,69,141,"urn:newsml:dpa.com:20090101:170302-99-506837/2"
"txt_alt",0.8666666666666667,0.4482758620689655,0.5909090909090909,13,15,29,"urn:newsml:dpa.com:20090101:170303-99-509262/16"
"txt_alt",1,0.45454545454545453,0.625,5,5,11,"urn:newsml:dpa.com:20090101:170303-99-511349/10"
"txt_alt",0.2857142857142857,0.15384615384615385,0.2,2,7,13,"urn:newsml:dpa.com:20090101:170303-99-512566/2"
"txt_alt",0.8,0.4444444444444444,0.5714285714285714,8,10,18,"urn:newsml:dpa.com:20090101:170303-99-513398/7"
"txt_alt",0.72,0.43902439024390244,0.5454545454545455,18,25,41,"urn:newsml:dpa.com:20090101:170303-99-520466/6"
"txt_alt",0.7419354838709677,0.46,0.5679012345679013,23,31,50,"urn:newsml:dpa.com:20090101:170303-99-521061/7"
"txt_alt",0.7142857142857143,0.31746031746031744,0.43956043956043955,20,28,63,"urn:newsml:dpa.com:20090101:170304-99-524261/2"
"txt_alt",0.8333333333333334,0.5555555555555556,0.6666666666666667,10,12,18,"urn:newsml:dpa.com:20090101:170304-99-530297/3"
"txt_alt",0.875,0.5,0.6363636363636364,7,8,14,"urn:newsml:dpa.com:20090101:170304-99-530891/2"
"txt_alt",0.9090909090909091,0.7692307692307693,0.8333333333333333,10,11,13,"urn:newsml:dpa.com:20090101:170305-99-539444/6"
"txt_alt",0.9090909090909091,0.7692307692307693,0.8333333333333333,10,11,13,"urn:newsml:dpa.com:20090101:170306-99-551536/2"
"txt_alt",0.5555555555555556,0.3333333333333333,0.4166666666666667,5,9,15,"urn:newsml:dpa.com:20090101:170306-99-552708/3"
"txt_alt",0.8,0.8,0.8000000000000002,8,10,10,"urn:newsml:dpa.com:20090101:170306-99-553129/5"
"txt_alt",0.8166666666666667,0.5384615384615384,0.6490066225165563,49,60,91,"urn:newsml:dpa.com:20090101:170306-99-553972/3"
"txt_alt",0.8,0.6666666666666666,0.7272727272727272,8,10,12,"urn:newsml:dpa.com:20090101:170306-99-555078/1"
"txt_alt",0.8461538461538461,0.5238095238095238,0.6470588235294118,11,13,21,"urn:newsml:dpa.com:20090101:170307-99-559423/13"
"txt_alt",0.8666666666666667,0.4642857142857143,0.6046511627906976,13,15,28,"urn:newsml:dpa.com:20090101:170307-99-561039/3"
"txt_alt",0.9444444444444444,0.5,0.6538461538461539,17,18,34,"urn:newsml:dpa.com:20090101:170307-99-561920/6"
"txt_alt",0.8823529411764706,0.6976744186046512,0.7792207792207793,30,34,43,"urn:newsml:dpa.com:20090101:170307-99-566639/3"
"txt_alt",0.8461538461538461,0.4782608695652174,0.6111111111111112,11,13,23,"urn:newsml:dpa.com:20090101:170307-99-567983/5"
"txt_alt",0.8,0.5714285714285714,0.6666666666666666,8,10,14,"urn:newsml:dpa.com:20090101:170307-99-568175/2"
"txt_alt",0.8,0.6666666666666666,0.7272727272727272,8,10,12,"urn:newsml:dpa.com:20090101:170307-99-568583/2"
"txt_alt",0.7,0.5,0.5833333333333334,7,10,14,"urn:newsml:dpa.com:20090101:170307-99-570478/2"
"txt_alt",0.9090909090909091,0.4166666666666667,0.5714285714285715,30,33,72,"urn:newsml:dpa.com:20090101:170308-99-574006/2"
"txt_alt",0.6923076923076923,0.5142857142857142,0.5901639344262295,18,26,35,"urn:newsml:dpa.com:20090101:170308-99-582711/3"
"txt_alt",0.8,0.46153846153846156,0.5853658536585367,24,30,52,"urn:newsml:dpa.com:20090101:170308-99-583808/2"
"txt_alt",0.7714285714285715,0.38571428571428573,0.5142857142857142,27,35,70,"urn:newsml:dpa.com:20090101:170308-99-584185/6"
"txt_alt",0.625,0.2631578947368421,0.37037037037037035,10,16,38,"urn:newsml:dpa.com:20090101:170308-99-584565/3"
"txt_alt",0.8235294117647058,0.56,0.6666666666666666,14,17,25,"urn:newsml:dpa.com:20090101:170308-99-584896/3"
"txt_alt",1,0.5384615384615384,0.7000000000000001,7,7,13,"urn:newsml:dpa.com:20090101:170308-99-584947/4"
"txt_alt",0.5,0.375,0.42857142857142855,3,6,8,"urn:newsml:dpa.com:20090101:170308-99-585461/2"
"txt_alt",0.8888888888888888,0.4,0.5517241379310346,8,9,20,"urn:newsml:dpa.com:20090101:170308-99-586041/3"
"txt_alt",0.625,0.3333333333333333,0.43478260869565216,5,8,15,"urn:newsml:dpa.com:20090101:170309-99-590759/2"
"txt_alt",0.6956521739130435,0.5565217391304348,0.6183574879227054,64,92,115,"urn:newsml:dpa.com:20090101:170309-99-592682/2"
"txt_alt",0.8888888888888888,0.6666666666666666,0.761904761904762,8,9,12,"urn:newsml:dpa.com:20090101:170309-99-597523/2"
"txt_alt",0.7906976744186046,0.4788732394366197,0.5964912280701755,34,43,71,"urn:newsml:dpa.com:20090101:170309-99-601191/2"
"txt_alt",0.8888888888888888,0.4,0.5517241379310346,8,9,20,"urn:newsml:dpa.com:20090101:170309-99-603252/2"
"txt_alt",1,0.5,0.6666666666666666,3,3,6,"urn:newsml:dpa.com:20090101:170310-99-608933/2"
"txt_alt",0.6666666666666666,0.3783783783783784,0.48275862068965514,28,42,74,"urn:newsml:dpa.com:20090101:170310-99-610744/7"
"txt_alt",0.7894736842105263,0.46875,0.5882352941176471,15,19,32,"urn:newsml:dpa.com:20090101:170310-99-610786/4"
"txt_alt",0.631578947368421,0.48,0.5454545454545454,24,38,50,"urn:newsml:dpa.com:20090101:170310-99-611512/4"
"txt_alt",1,0.6666666666666666,0.8,8,8,12,"urn:newsml:dpa.com:20090101:170311-99-625631/2"
"txt_alt",0.7727272727272727,0.4146341463414634,0.5396825396825397,17,22,41,"urn:newsml:dpa.com:20090101:170312-99-632446/5"
"txt_alt",1,0.35714285714285715,0.5263157894736842,5,5,14,"urn:newsml:dpa.com:20090101:170313-99-639683/11"
"txt_alt",0.75,0.3333333333333333,0.46153846153846156,9,12,27,"urn:newsml:dpa.com:20090101:170314-99-652249/2"
"txt_alt",0.95,0.5277777777777778,0.6785714285714285,19,20,36,"urn:newsml:dpa.com:20090101:170314-99-653917/9"
"txt_alt",0.6666666666666666,0.3157894736842105,0.42857142857142855,6,9,19,"urn:newsml:dpa.com:20090101:170314-99-654248/3"
"txt_alt",0.5714285714285714,0.3333333333333333,0.4210526315789474,4,7,12,"urn:newsml:dpa.com:20090101:170314-99-655782/2"
"txt_alt",0.8205128205128205,0.6274509803921569,0.711111111111111,32,39,51,"urn:newsml:dpa.com:20090101:170314-99-661226/2"
"txt_alt",0.5714285714285714,0.5,0.5333333333333333,12,21,24,"urn:newsml:dpa.com:20090101:170315-99-667653/7"
"txt_alt",1,0.6,0.7499999999999999,6,6,10,"urn:newsml:dpa.com:20090101:170315-99-668796/12"
"txt_alt",0.9142857142857143,0.6666666666666666,0.7710843373493975,32,35,48,"urn:newsml:dpa.com:20090101:170315-99-671561/3"
"txt_alt",0.9285714285714286,0.5909090909090909,0.7222222222222223,13,14,22,"urn:newsml:dpa.com:20090101:170315-99-672931/12"
"txt_alt",0.5,0.1875,0.2727272727272727,3,6,16,"urn:newsml:dpa.com:20090101:170315-99-673966/2"
"txt_alt",0.5,0.2222222222222222,0.30769230769230765,4,8,18,"urn:newsml:dpa.com:20090101:170316-99-682990/7"
"txt_alt",0.8666666666666667,0.65,0.7428571428571429,13,15,20,"urn:newsml:dpa.com:20090101:170316-99-683431/2"
"txt_alt",0.7058823529411765,0.35294117647058826,0.4705882352941177,12,17,34,"urn:newsml:dpa.com:20090101:170316-99-688310/17"
"txt_alt",0.9375,0.46875,0.625,15,16,32,"urn:newsml:dpa.com:20090101:170316-99-692917/2"
"txt_alt",1,0.5,0.6666666666666666,7,7,14,"urn:newsml:dpa.com:20090101:170317-99-696917/3"
"txt_alt",0.7619047619047619,0.7619047619047619,0.7619047619047619,16,21,21,"urn:newsml:dpa.com:20090101:170317-99-697558/2"
"txt_alt",0.7777777777777778,0.3181818181818182,0.45161290322580644,7,9,22,"urn:newsml:dpa.com:20090101:170317-99-698915/2"
"txt_alt",1,0.2857142857142857,0.4444444444444445,2,2,7,"urn:newsml:dpa.com:20090101:170317-99-702583/2"
"txt_alt",0.7,0.5833333333333334,0.6363636363636365,7,10,12,"urn:newsml:dpa.com:20090101:170317-99-705047/4"
"txt_alt",1,0.4,0.5714285714285715,2,2,5,"urn:newsml:dpa.com:20090101:170318-99-713025/3"
"txt_alt",0.8461538461538461,0.4583333333333333,0.5945945945945945,22,26,48,"urn:newsml:dpa.com:20090101:170318-99-713802/19"
"txt_alt",0.6666666666666666,0.47058823529411764,0.5517241379310345,8,12,17,"urn:newsml:dpa.com:20090101:170318-99-715768/2"
"txt_alt",0.8,0.4,0.5333333333333333,12,15,30,"urn:newsml:dpa.com:20090101:170318-99-718365/5"
"txt_alt",0.75,0.42857142857142855,0.5454545454545454,3,4,7,"urn:newsml:dpa.com:20090101:170319-99-722098/2"
"txt_alt",0.7647058823529411,0.5652173913043478,0.65,39,51,69,"urn:newsml:dpa.com:20090101:170319-99-722478/2"
"txt_alt",0.8421052631578947,0.34782608695652173,0.49230769230769234,16,19,46,"urn:newsml:dpa.com:20090101:170319-99-722882/7"
"txt_alt",1,0.6666666666666666,0.8,8,8,12,"urn:newsml:dpa.com:20090101:170319-99-723159/9"
"txt_alt",0.7142857142857143,0.3225806451612903,0.4444444444444444,20,28,62,"urn:newsml:dpa.com:20090101:170319-99-723771/2"
"txt_alt",0.8666666666666667,0.5909090909090909,0.7027027027027029,13,15,22,"urn:newsml:dpa.com:20090101:170319-99-726238/4"
"txt_alt",0.8333333333333334,0.625,0.7142857142857143,10,12,16,"urn:newsml:dpa.com:20090101:170320-99-730606/2"
"txt_alt",1,0.5882352941176471,0.7407407407407407,10,10,17,"urn:newsml:dpa.com:20090101:170320-99-730716/2"
"txt_alt",0.42857142857142855,0.21428571428571427,0.2857142857142857,3,7,14,"urn:newsml:dpa.com:20090101:170320-99-732099/2"
"txt_alt",0.7142857142857143,0.5555555555555556,0.6250000000000001,5,7,9,"urn:newsml:dpa.com:20090101:170320-99-734984/3"
"txt_alt",0.7575757575757576,0.3246753246753247,0.45454545454545453,25,33,77,"urn:newsml:dpa.com:20090101:170320-99-737124/6"
"txt_alt",0.5,0.16666666666666666,0.25,2,4,12,"urn:newsml:dpa.com:20090101:170320-99-737704/2"
"txt_alt",0.85,0.5,0.6296296296296295,17,20,34,"urn:newsml:dpa.com:20090101:170321-99-745900/8"
"txt_alt",0.6,0.42857142857142855,0.5,3,5,7,"urn:newsml:dpa.com:20090101:170321-99-749606/2"
"txt_alt",0.5333333333333333,0.32,0.4,8,15,25,"urn:newsml:dpa.com:20090101:170322-99-759700/2"
"txt_alt",1,0.6666666666666666,0.8,6,6,9,"urn:newsml:dpa.com:20090101:170322-99-760418/3"
"txt_alt",0.8461538461538461,0.36666666666666664,0.5116279069767441,11,13,30,"urn:newsml:dpa.com:20090101:170322-99-767412/2"
"txt_alt",0.8,0.3076923076923077,0.4444444444444444,4,5,13,"urn:newsml:dpa.com:20090101:170322-99-768026/3"
"txt_alt",0.8125,0.38235294117647056,0.52,52,64,136,"urn:newsml:dpa.com:20090101:170322-99-771916/2"
"txt_alt",0.6666666666666666,0.3333333333333333,0.4444444444444444,2,3,6,"urn:newsml:dpa.com:20090101:170323-99-774797/2"
"txt_alt",0.7647058823529411,0.46987951807228917,0.582089552238806,39,51,83,"urn:newsml:dpa.com:20090101:170323-99-779245/10"
"txt_alt",0.8,0.6666666666666666,0.7272727272727272,8,10,12,"urn:newsml:dpa.com:20090101:170323-99-780115/5"
"txt_alt",0.75,0.2903225806451613,0.4186046511627908,9,12,31,"urn:newsml:dpa.com:20090101:170323-99-780756/2"
"txt_alt",0.5,0.5,0.5,2,4,4,"urn:newsml:dpa.com:20090101:170323-99-781982/2"
"txt_alt",0.7037037037037037,0.4418604651162791,0.5428571428571429,19,27,43,"urn:newsml:dpa.com:20090101:170324-99-788589/3"
"txt_alt",0.75,0.375,0.5,3,4,8,"urn:newsml:dpa.com:20090101:170324-99-793582/2"
"txt_alt",1,0.7333333333333333,0.846153846153846,11,11,15,"urn:newsml:dpa.com:20090101:170324-99-794983/4"
"txt_alt",0.9230769230769231,0.4444444444444444,0.6,12,13,27,"urn:newsml:dpa.com:20090101:170324-99-796363/5"
"txt_alt",0.9,0.5625,0.6923076923076923,9,10,16,"urn:newsml:dpa.com:20090101:170324-99-800488/5"
"txt_alt",0.7083333333333334,0.3953488372093023,0.5074626865671642,17,24,43,"urn:newsml:dpa.com:20090101:170325-99-806443/6"
"txt_alt",0.875,0.358974358974359,0.509090909090909,14,16,39,"urn:newsml:dpa.com:20090101:170325-99-807869/10"
"txt_alt",0.9090909090909091,0.5128205128205128,0.6557377049180326,20,22,39,"urn:newsml:dpa.com:20090101:170325-99-810260/2"
"txt_alt",1,0.42105263157894735,0.5925925925925926,8,8,19,"urn:newsml:dpa.com:20090101:170326-99-813338/2"
"txt_alt",0.9743589743589743,0.6551724137931034,0.7835051546391754,38,39,58,"urn:newsml:dpa.com:20090101:170326-99-813421/3"
"txt_alt",1,0.5294117647058824,0.6923076923076924,9,9,17,"urn:newsml:dpa.com:20090101:170326-99-815990/2"
"txt_alt",1,0.3333333333333333,0.5,4,4,12,"urn:newsml:dpa.com:20090101:170326-99-816833/2"
"txt_alt",0.8,0.4,0.5333333333333333,4,5,10,"urn:newsml:dpa.com:20090101:170326-99-817020/5"
"txt_alt",0.8333333333333334,0.5555555555555556,0.6666666666666667,5,6,9,"urn:newsml:dpa.com:20090101:170326-99-818235/2"
"txt_alt",0.8888888888888888,0.6666666666666666,0.761904761904762,8,9,12,"urn:newsml:dpa.com:20090101:170326-99-819323/3"
"txt_alt",0.75,0.5454545454545454,0.631578947368421,6,8,11,"urn:newsml:dpa.com:20090101:170327-99-824064/5"
"txt_alt",0.875,0.5675675675675675,0.6885245901639344,21,24,37,"urn:newsml:dpa.com:20090101:170327-99-824803/18"
"txt_alt",1,0.4166666666666667,0.5882352941176471,5,5,12,"urn:newsml:dpa.com:20090101:170327-99-829119/8"
"txt_alt",1,0.6666666666666666,0.8,4,4,6,"urn:newsml:dpa.com:20090101:170328-99-837369/4"
