surface,label_1,uri_1,tool_1,label_2,uri_2,tool_2,id,dpa_id
"Michael Wolf","Michael Wolf",Q71870,txtwerk,"Michael Wolf (SPD)",Q2779471,dandelion,566_578,20090101:170228-99-467910/4
Stengele,"Bernhard Stengele",Q825992,txtwerk,"Ida Stengele",Q1656549,dandelion,644_652,20090101:170228-99-467910/4
Wolfs,"Michael Wolf",Q71870,txtwerk,"Johann Wilhelm Wolf",Q1696631,ambiverse,922_927,20090101:170228-99-467910/4
Stengele,"Bernhard Stengele",Q825992,txtwerk,"Gustav Stengele",Q1305590,ambiverse,960_968,20090101:170228-99-467910/4
Wolf,"Michael Wolf",Q71870,txtwerk,"Hebräisch",Q9288,ambiverse,1393_1397,20090101:170228-99-467910/4
Wolf,"Michael Wolf",Q71870,txtwerk,"Hebräisch",Q9288,ambiverse,1564_1568,20090101:170228-99-467910/4
Stengele,"Bernhard Stengele",Q825992,txtwerk,"Gustav Stengele",Q1305590,ambiverse,1792_1800,20090101:170228-99-467910/4
Stengele,"Bernhard Stengele",Q825992,txtwerk,"Gustav Stengele",Q1305590,dandelion,1792_1800,20090101:170228-99-467910/4
Wolfs,"Michael Wolf",Q71870,txtwerk,"Johann Wilhelm Wolf",Q1696631,ambiverse,2390_2395,20090101:170228-99-467910/4
Stengele,"Bernhard Stengele",Q825992,txtwerk,"Gustav Stengele",Q1305590,dandelion,2402_2410,20090101:170228-99-467910/4
Wolfs,"Michael Wolf",Q71870,txtwerk,"Johann Wilhelm Wolf",Q1696631,ambiverse,2607_2612,20090101:170228-99-467910/4
"Hauptmann von Köpenick","Wilhelm Voigt",Q62071,txtwerk,"Der Hauptmann von Köpenick",Q7721293,dandelion,2706_2728,20090101:170228-99-467910/4
Stengele,"Bernhard Stengele",Q825992,txtwerk,"Gustav Stengele",Q1305590,dandelion,2964_2972,20090101:170228-99-467910/4
Geraer,Gera,Q3750,textrazor,"Straßenbahn Gera",Q457429,ambiverse,2234_2240,20090101:170228-99-467910/4
"Michael Wolf","Michael Wolf",Q71870,txt_alt,"Michael Wolf",Q1929890,ambiverse,566_578,20090101:170228-99-467910/4
"Michael Wolf","Michael Wolf",Q71870,txt_alt,"Michael Wolf (SPD)",Q2779471,dandelion,566_578,20090101:170228-99-467910/4
"Landrätin","Landrätin",Q7887,txt_alt,Landrat,Q514725,dandelion,830_839,20090101:170228-99-467910/4
"Landrätin","Landrätin",Q7887,txt_alt,Landrat,Q514725,txtwerk,830_839,20090101:170228-99-467910/4
"Landrätin","Landrätin",Q7887,txt_alt,Landrat,Q514725,textrazor,830_839,20090101:170228-99-467910/4
"Landrätin","Landrätin",Q7887,txt_alt,Landrat,Q514725,dandelion,1614_1623,20090101:170228-99-467910/4
"Landrätin","Landrätin",Q7887,txt_alt,Landrat,Q514725,txtwerk,1614_1623,20090101:170228-99-467910/4
"Landrätin","Landrätin",Q7887,txt_alt,Landrat,Q514725,textrazor,1614_1623,20090101:170228-99-467910/4
"Bürgerforums","Bürgerforums",Q1021081,txt_alt,"Občanské fórum",Q1755236,dandelion,1761_1773,20090101:170228-99-467910/4
"Bürgerforums","Bürgerforums",Q1021081,txt_alt,"Občanské fórum",Q1755236,txtwerk,1761_1773,20090101:170228-99-467910/4
"Hauptmann von Köpenick","Wilhelm Voigt",Q62071,txt_alt,"Der Hauptmann von Köpenick",Q7721293,dandelion,2706_2728,20090101:170228-99-467910/4
Esslingen,"Landkreis Esslingen",Q8533,txtwerk,"Esslingen am Neckar",Q3786,ambiverse,126_135,20090101:170228-99-468562/3
Restaurant,Restaurant,Q11707,textrazor,Schnellrestaurant,Q1751429,txtwerk,432_442,20090101:170228-99-470344/6
Kabelbrand,Brand,Q168983,txt_alt,Kabelbrand,Q5121605,dandelion,182_192,20090101:170228-99-470344/6
Kabelbrand,Brand,Q168983,txt_alt,Kabelbrand,Q5121605,txtwerk,182_192,20090101:170228-99-470344/6
Kabelbrand,Brand,Q168983,txt_alt,Kabelbrand,Q5121605,textrazor,182_192,20090101:170228-99-470344/6
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,dandelion,448_457,20090101:170228-99-470344/6
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,txtwerk,448_457,20090101:170228-99-470344/6
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,textrazor,448_457,20090101:170228-99-470344/6
Schnellrestaurant,Schnellrestaurant,Q38076,txt_alt,Schnellrestaurant,Q1751429,dandelion,542_559,20090101:170228-99-470344/6
Schnellrestaurant,Schnellrestaurant,Q38076,txt_alt,Schnellrestaurant,Q1751429,txtwerk,542_559,20090101:170228-99-470344/6
Schnellrestaurant,Schnellrestaurant,Q38076,txt_alt,Schnellrestaurant,Q1751429,textrazor,542_559,20090101:170228-99-470344/6
Italiener,"Italienische Fußballnationalmannschaft",Q676899,dandelion,Italiener,Q50001,ambiverse,191_200,20090101:170228-99-470708/4
Bayern,"FC Bayern München",Q15789,textrazor,Bayern,Q980,dandelion,306_312,20090101:170228-99-470708/4
Bayern,"FC Bayern München",Q15789,textrazor,Bayern,Q980,txtwerk,306_312,20090101:170228-99-470708/4
DFB-Pokalfinale,DFB-Pokal,Q283414,textrazor,DFB-Pokal,Q150880,ambiverse,118_133,20090101:170228-99-470708/4
DFB-Pokalfinale,DFB-Pokal,Q283414,textrazor,DFB-Pokal,Q150880,dandelion,118_133,20090101:170228-99-470708/4
DFB-Pokalfinale,DFB-Pokalfinale,Q120694,txt_alt,DFB-Pokal,Q150880,ambiverse,118_133,20090101:170228-99-470708/4
DFB-Pokalfinale,DFB-Pokalfinale,Q120694,txt_alt,DFB-Pokal,Q150880,dandelion,118_133,20090101:170228-99-470708/4
DFB-Pokalfinale,DFB-Pokalfinale,Q120694,txt_alt,DFB-Pokal,Q283414,textrazor,118_133,20090101:170228-99-470708/4
Bayern,Bayern,Q980,txt_alt,"FC Bayern München",Q15789,textrazor,306_312,20090101:170228-99-470708/4
"Köln","Kölner Dom",Q4176,txtwerk,"Köln",Q365,ambiverse,168_172,20090101:170228-99-470921/2
Kathedrale,"Kölner Dom",Q4176,txtwerk,Kathedrale,Q2977,dandelion,361_371,20090101:170228-99-470921/2
Kathedrale,"Kölner Dom",Q4176,txtwerk,Kathedrale,Q2977,dandelion,556_566,20090101:170228-99-470921/2
"Köln","Köln",Q365,aylien,"Kölner Dom",Q4176,txtwerk,168_172,20090101:170228-99-470921/2
Kathedrale,Kathedrale,Q2977,textrazor,"Kölner Dom",Q4176,txtwerk,361_371,20090101:170228-99-470921/2
Kathedrale,Kathedrale,Q2977,textrazor,"Kölner Dom",Q4176,txtwerk,556_566,20090101:170228-99-470921/2
"Köln","Köln",Q365,textrazor,"Kölner Dom",Q4176,txtwerk,168_172,20090101:170228-99-470921/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,ambiverse,168_172,20090101:170228-99-470921/2
"Köln","Köln",Q1954,txt_alt,"Kölner Dom",Q4176,txtwerk,168_172,20090101:170228-99-470921/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,aylien,168_172,20090101:170228-99-470921/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,textrazor,168_172,20090101:170228-99-470921/2
Kathedrale,Kathedrale,Q2977,txt_alt,"Kölner Dom",Q4176,txtwerk,361_371,20090101:170228-99-470921/2
Kathedrale,Kathedrale,Q2977,txt_alt,"Kölner Dom",Q4176,txtwerk,556_566,20090101:170228-99-470921/2
"Köllner","Michael Köllner",Q21055706,txtwerk,"Marita Köllner",Q1899351,ambiverse,191_198,20090101:170228-99-471174/2
"Köllner","Michael Köllner",Q21055706,txtwerk,"Marita Köllner",Q1899351,ambiverse,743_750,20090101:170228-99-471174/2
"Köllner","Michael Köllner",Q21055706,txtwerk,"Marita Köllner",Q1899351,ambiverse,1190_1197,20090101:170228-99-471174/2
"Köllner","Michael Köllner",Q21055706,txtwerk,"Marita Köllner",Q1899351,ambiverse,2944_2951,20090101:170228-99-471174/2
KVG,"Kieler Verkehrsgesellschaft",Q1740976,dandelion,"Clemens August Graf von Galen",Q76439,ambiverse,502_505,20090101:170228-99-472936/11
SL,"Stadtverkehr Lübeck",Q2328332,dandelion,Saarland,Q1201,ambiverse,516_518,20090101:170228-99-472936/11
KVG,"Kieler Verkehrsgesellschaft",Q1740976,dandelion,"Clemens August Graf von Galen",Q76439,ambiverse,939_942,20090101:170228-99-472936/11
KVG,"Kieler Verkehrsgesellschaft",Q1740976,dandelion,"Clemens August Graf von Galen",Q76439,ambiverse,1026_1029,20090101:170228-99-472936/11
KVG,"Kieler Verkehrsgesellschaft",Q1740976,dandelion,"Clemens August Graf von Galen",Q76439,ambiverse,1136_1139,20090101:170228-99-472936/11
Euro,Euro,Q4916,dandelion,"Europäische Union",Q458,ambiverse,2277_2281,20090101:170228-99-472936/11
Verdi,"Vereinte Dienstleistungsgewerkschaft",Q547951,txtwerk,"Giuseppe Verdi",Q7317,ambiverse,421_426,20090101:170228-99-472936/11
Berufsverkehr,Berufsverkehr,Q21044665,txtwerk,Verkehrszeiten,Q868252,dandelion,1386_1399,20090101:170228-99-472936/11
Landes,"Département Landes",Q12563,aylien,Bundesland,Q1221156,dandelion,353_359,20090101:170228-99-472936/11
Euro,Euro,Q4916,textrazor,"Europäische Union",Q458,ambiverse,2277_2281,20090101:170228-99-472936/11
Busunternehmen,Omnibus,Q5638,textrazor,Verkehrsunternehmen,Q740752,dandelion,478_492,20090101:170228-99-472936/11
Berufsverkehr,Verkehrszeiten,Q868252,textrazor,Berufsverkehr,Q21044665,txtwerk,1386_1399,20090101:170228-99-472936/11
SWN,SWN,Q318073,txt_alt,"Stadtwerke Neumünster",Q1498154,dandelion,559_562,20090101:170228-99-472936/11
SWN,SWN,Q318073,txt_alt,"Stadtwerke Neumünster",Q1498154,txtwerk,559_562,20090101:170228-99-472936/11
Tarifpartner,Tarifvertrag,Q163887,txt_alt,Tarifvertragspartei,Q2394238,dandelion,3089_3101,20090101:170228-99-472936/11
Tarifpartner,Tarifvertrag,Q163887,txt_alt,Tarifvertragspartei,Q2394238,txtwerk,3089_3101,20090101:170228-99-472936/11
"Thomas Campbell","Thomas Campbell",Q1361189,dandelion,"Thomas P. Campbell",Q7792920,ambiverse,99_114,20090101:170301-99-476037/6
"Daniel Weiss","Daniel Weiss",Q1163117,dandelion,"Daniel Weiss",Q5219066,ambiverse,272_284,20090101:170301-99-476037/6
Oxford,Oxford,Q34217,dandelion,"Oxford University Press",Q217595,ambiverse,420_426,20090101:170301-99-476037/6
"Central Park","Central Park",Q160409,dandelion,"New York City",Q60,ambiverse,478_490,20090101:170301-99-476037/6
"Thomas Campbell","Thomas Campbell",Q1361189,txtwerk,"Thomas P. Campbell",Q7792920,ambiverse,99_114,20090101:170301-99-476037/6
"Daniel Weiss","Daniel Weiss",Q1163116,txtwerk,"Daniel Weiss",Q5219066,ambiverse,272_284,20090101:170301-99-476037/6
"Daniel Weiss","Daniel Weiss",Q1163116,txtwerk,"Daniel Weiss",Q1163117,dandelion,272_284,20090101:170301-99-476037/6
Campbells,"Thomas Campbell",Q1361189,txtwerk,"Campbell Soup Company",Q1030544,ambiverse,290_299,20090101:170301-99-476037/6
Campbell,"Thomas Campbell",Q1361189,txtwerk,"Thomas P. Campbell",Q7792920,ambiverse,369_377,20090101:170301-99-476037/6
Oxford,Oxford,Q34217,txtwerk,"Oxford University Press",Q217595,ambiverse,420_426,20090101:170301-99-476037/6
Kurator,Kurator,Q674426,txtwerk,Kurator,Q403908,dandelion,431_438,20090101:170301-99-476037/6
"Central Park","Central Park",Q160409,txtwerk,"New York City",Q60,ambiverse,478_490,20090101:170301-99-476037/6
Campbells,"Thomas Campbell",Q1361189,txtwerk,"Campbell Soup Company",Q1030544,ambiverse,1104_1113,20090101:170301-99-476037/6
"Thomas Campbell","Thomas Campbell",Q1361189,aylien,"Thomas P. Campbell",Q7792920,ambiverse,99_114,20090101:170301-99-476037/6
Oxford,Oxford,Q34217,aylien,"Oxford University Press",Q217595,ambiverse,420_426,20090101:170301-99-476037/6
"Central Park","Central Park",Q160409,aylien,"New York City",Q60,ambiverse,478_490,20090101:170301-99-476037/6
"New York","New York",Q1384,aylien,"New York City",Q60,ambiverse,0_8,20090101:170301-99-476037/6
"New York","New York",Q1384,aylien,"New York City",Q60,dandelion,0_8,20090101:170301-99-476037/6
"New York","New York",Q1384,aylien,"New York City",Q60,txtwerk,0_8,20090101:170301-99-476037/6
"New Yorker","New York",Q1384,aylien,"New York City",Q60,dandelion,34_44,20090101:170301-99-476037/6
"New Yorker","New York",Q1384,aylien,"New York City",Q60,txtwerk,34_44,20090101:170301-99-476037/6
"New Yorker","New York City",Q60,textrazor,"New York",Q1384,aylien,34_44,20090101:170301-99-476037/6
"New York","New York City",Q60,textrazor,"New York",Q1384,aylien,0_8,20090101:170301-99-476037/6
Oxford,"University of Oxford",Q34433,textrazor,"Oxford University Press",Q217595,ambiverse,420_426,20090101:170301-99-476037/6
Oxford,"University of Oxford",Q34433,textrazor,Oxford,Q34217,dandelion,420_426,20090101:170301-99-476037/6
Oxford,"University of Oxford",Q34433,textrazor,Oxford,Q34217,txtwerk,420_426,20090101:170301-99-476037/6
Oxford,"University of Oxford",Q34433,textrazor,Oxford,Q34217,aylien,420_426,20090101:170301-99-476037/6
Campbell,"Thomas Campbell",Q1361189,textrazor,"Thomas P. Campbell",Q7792920,ambiverse,369_377,20090101:170301-99-476037/6
"Central Park","Central Park",Q160409,textrazor,"New York City",Q60,ambiverse,478_490,20090101:170301-99-476037/6
"Thomas Campbell","Thomas Campbell",Q1361189,textrazor,"Thomas P. Campbell",Q7792920,ambiverse,99_114,20090101:170301-99-476037/6
Kurator,Kurator,Q674426,textrazor,Kurator,Q403908,dandelion,431_438,20090101:170301-99-476037/6
"New York","New York City",Q60,txt_alt,"New York",Q1384,aylien,0_8,20090101:170301-99-476037/6
"Thomas Campbell","Thomas Campbell",Q343010,txt_alt,"Thomas P. Campbell",Q7792920,ambiverse,99_114,20090101:170301-99-476037/6
"Thomas Campbell","Thomas Campbell",Q343010,txt_alt,"Thomas Campbell",Q1361189,dandelion,99_114,20090101:170301-99-476037/6
"Thomas Campbell","Thomas Campbell",Q343010,txt_alt,"Thomas Campbell",Q1361189,txtwerk,99_114,20090101:170301-99-476037/6
"Thomas Campbell","Thomas Campbell",Q343010,txt_alt,"Thomas Campbell",Q1361189,aylien,99_114,20090101:170301-99-476037/6
"Thomas Campbell","Thomas Campbell",Q343010,txt_alt,"Thomas Campbell",Q1361189,textrazor,99_114,20090101:170301-99-476037/6
"Daniel Weiss","Daniel Weiss",Q1163116,txt_alt,"Daniel Weiss",Q5219066,ambiverse,272_284,20090101:170301-99-476037/6
"Daniel Weiss","Daniel Weiss",Q1163116,txt_alt,"Daniel Weiss",Q1163117,dandelion,272_284,20090101:170301-99-476037/6
Oxford,Oxford,Q34217,txt_alt,"Oxford University Press",Q217595,ambiverse,420_426,20090101:170301-99-476037/6
Oxford,Oxford,Q34217,txt_alt,"University of Oxford",Q34433,textrazor,420_426,20090101:170301-99-476037/6
"Central Park","Central Park",Q160409,txt_alt,"New York City",Q60,ambiverse,478_490,20090101:170301-99-476037/6
Zverev,"Mischa Zverev",Q60289,dandelion,"Alexander Zverev",Q13990552,ambiverse,278_284,20090101:170301-99-477950/3
Brisbane,"ATP Brisbane",Q7505806,dandelion,Brisbane,Q34932,ambiverse,305_313,20090101:170301-99-477950/3
Zverev,"Mischa Zverev",Q60289,dandelion,"Alexander Zverev",Q13990552,ambiverse,505_511,20090101:170301-99-477950/3
Novak,"Dennis Novak",Q16942082,dandelion,"Novak Đoković",Q5812,ambiverse,563_568,20090101:170301-99-477950/3
Slowaken,Slowakei,Q214,dandelion,Slowaken,Q171336,ambiverse,628_636,20090101:170301-99-477950/3
USA,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,"US Open",Q123577,ambiverse,1109_1112,20090101:170301-99-477950/3
Zverev,"Mischa Zverev",Q60289,txtwerk,"Alexander Zverev",Q13990552,ambiverse,278_284,20090101:170301-99-477950/3
Brisbane,Brisbane,Q34932,txtwerk,"ATP Brisbane",Q7505806,dandelion,305_313,20090101:170301-99-477950/3
Zverev,"Mischa Zverev",Q60289,txtwerk,"Alexander Zverev",Q13990552,ambiverse,505_511,20090101:170301-99-477950/3
Slowaken,Slowakei,Q214,txtwerk,Slowaken,Q171336,ambiverse,628_636,20090101:170301-99-477950/3
USA,"Vereinigtes Königreich",Q145,txtwerk,"US Open",Q123577,ambiverse,1109_1112,20090101:170301-99-477950/3
USA,"Vereinigtes Königreich",Q145,txtwerk,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,1109_1112,20090101:170301-99-477950/3
USA,"Vereinigte Staaten",Q30,aylien,"US Open",Q123577,ambiverse,1109_1112,20090101:170301-99-477950/3
USA,"Vereinigte Staaten",Q30,aylien,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,1109_1112,20090101:170301-99-477950/3
USA,"Vereinigte Staaten",Q30,aylien,"Vereinigtes Königreich",Q145,txtwerk,1109_1112,20090101:170301-99-477950/3
Brisbane,Brisbane,Q34932,textrazor,"ATP Brisbane",Q7505806,dandelion,305_313,20090101:170301-99-477950/3
Zverev,"Mischa Zverev",Q60289,textrazor,"Alexander Zverev",Q13990552,ambiverse,278_284,20090101:170301-99-477950/3
Zverev,"Mischa Zverev",Q60289,textrazor,"Alexander Zverev",Q13990552,ambiverse,505_511,20090101:170301-99-477950/3
USA,"Vereinigte Staaten",Q30,textrazor,"US Open",Q123577,ambiverse,1109_1112,20090101:170301-99-477950/3
USA,"Vereinigte Staaten",Q30,textrazor,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,1109_1112,20090101:170301-99-477950/3
USA,"Vereinigte Staaten",Q30,textrazor,"Vereinigtes Königreich",Q145,txtwerk,1109_1112,20090101:170301-99-477950/3
Slowaken,Slowaken,Q171336,textrazor,Slowakei,Q214,dandelion,628_636,20090101:170301-99-477950/3
Slowaken,Slowaken,Q171336,textrazor,Slowakei,Q214,txtwerk,628_636,20090101:170301-99-477950/3
Brisbane,Brisbane,Q34932,txt_alt,"ATP Brisbane",Q7505806,dandelion,305_313,20090101:170301-99-477950/3
Slowaken,Slowakei,Q214,txt_alt,Slowaken,Q171336,ambiverse,628_636,20090101:170301-99-477950/3
Slowaken,Slowakei,Q214,txt_alt,Slowaken,Q171336,textrazor,628_636,20090101:170301-99-477950/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"US Open",Q123577,ambiverse,1109_1112,20090101:170301-99-477950/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,1109_1112,20090101:170301-99-477950/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigtes Königreich",Q145,txtwerk,1109_1112,20090101:170301-99-477950/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,aylien,1109_1112,20090101:170301-99-477950/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,textrazor,1109_1112,20090101:170301-99-477950/3
Oberstaatsanwalt,Staatsanwalt,Q600751,txt_alt,Oberstaatsanwalt,Q2011012,textrazor,262_278,20090101:170301-99-487429/4
"Aktuellen Stunde","Aktuelle Stunde",Q423599,textrazor,"Aktuelle Stunde",Q423595,dandelion,85_101,20090101:170301-99-487648/2
"Aktuellen Stunde","Aktuelle Stunde",Q423599,textrazor,"Aktuelle Stunde",Q423595,txtwerk,85_101,20090101:170301-99-487648/2
"Aktuellen Stunde","Aktuelle Stunde",Q423595,txt_alt,"Aktuelle Stunde",Q423599,textrazor,85_101,20090101:170301-99-487648/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,ambiverse,469_472,20090101:170301-99-487648/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,dandelion,469_472,20090101:170301-99-487648/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,469_472,20090101:170301-99-487648/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,aylien,469_472,20090101:170301-99-487648/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,469_472,20090101:170301-99-487648/2
OVG,Oberverwaltungsgericht,Q2011365,dandelion,"Otto-von-Guericke-Universität Magdeburg",Q655866,ambiverse,2268_2271,20090101:170302-99-496162/11
"Köln","Reichsstadt Köln",Q3972878,txtwerk,"Köln",Q365,ambiverse,829_833,20090101:170302-99-496162/11
"Köln-Porz",Porz,Q883341,txtwerk,"Köln-Porz",Q458242,ambiverse,973_982,20090101:170302-99-496162/11
"Köln-Porz",Porz,Q883341,txtwerk,"Köln-Porz",Q458242,dandelion,973_982,20090101:170302-99-496162/11
"Köln","Reichsstadt Köln",Q3972878,txtwerk,"Köln",Q365,ambiverse,2389_2393,20090101:170302-99-496162/11
"Köln","Reichsstadt Köln",Q3972878,txtwerk,"Köln",Q365,dandelion,2389_2393,20090101:170302-99-496162/11
"Köln","Köln",Q365,aylien,"Reichsstadt Köln",Q3972878,txtwerk,829_833,20090101:170302-99-496162/11
"Köln-Porz","Köln-Porz",Q458242,textrazor,Porz,Q883341,txtwerk,973_982,20090101:170302-99-496162/11
"Köln","Köln",Q365,textrazor,"Reichsstadt Köln",Q3972878,txtwerk,2389_2393,20090101:170302-99-496162/11
Demokraten,Demokratie,Q7174,txt_alt,"Demokratische Partei",Q29552,txtwerk,556_566,20090101:170302-99-496162/11
Demokraten,Demokratie,Q7174,txt_alt,"Demokratische Partei",Q29552,textrazor,556_566,20090101:170302-99-496162/11
"Köln-Porz","Köln-Porz",Q458242,txt_alt,Porz,Q883341,txtwerk,973_982,20090101:170302-99-496162/11
Versammlungsgesetz,Versammlungsgesetz,Q812447,txt_alt,Versammlungsgesetz,Q1525546,dandelion,1197_1215,20090101:170302-99-496162/11
Versammlungsgesetz,Versammlungsgesetz,Q812447,txt_alt,Versammlungsgesetz,Q1525546,txtwerk,1197_1215,20090101:170302-99-496162/11
Versammlungsgesetz,Versammlungsgesetz,Q812447,txt_alt,Versammlungsgesetz,Q1525546,textrazor,1197_1215,20090101:170302-99-496162/11
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,dandelion,2022_2037,20090101:170302-99-496162/11
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,textrazor,2022_2037,20090101:170302-99-496162/11
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,ambiverse,2389_2393,20090101:170302-99-496162/11
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,dandelion,2389_2393,20090101:170302-99-496162/11
"Köln","Köln",Q1954,txt_alt,"Reichsstadt Köln",Q3972878,txtwerk,2389_2393,20090101:170302-99-496162/11
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,textrazor,2389_2393,20090101:170302-99-496162/11
"Vöhringen","Vöhringen",Q81320,txt_alt,"Vöhringen",Q534593,ambiverse,0_9,20090101:170302-99-496210/12
"Vöhringen","Vöhringen",Q81320,txt_alt,"Vöhringen",Q534593,dandelion,0_9,20090101:170302-99-496210/12
"Vöhringen","Vöhringen",Q81320,txt_alt,"Vöhringen",Q534593,txtwerk,0_9,20090101:170302-99-496210/12
"Vöhringen","Vöhringen",Q81320,txt_alt,"Vöhringen",Q534593,textrazor,0_9,20090101:170302-99-496210/12
"Vöhringen","Vöhringen",Q81320,txt_alt,"Vöhringen",Q534593,ambiverse,80_89,20090101:170302-99-496210/12
"Vöhringen","Vöhringen",Q81320,txt_alt,"Vöhringen",Q534593,dandelion,80_89,20090101:170302-99-496210/12
"Vöhringen","Vöhringen",Q81320,txt_alt,"Vöhringen",Q534593,txtwerk,80_89,20090101:170302-99-496210/12
"Vöhringen","Vöhringen",Q81320,txt_alt,"Vöhringen",Q534593,textrazor,80_89,20090101:170302-99-496210/12
Pantaleon,Pantaleon,Q378656,txtwerk,Russisch,Q7737,ambiverse,2517_2526,20090101:170302-99-498951/11
Portugiesisch,Portugal,Q45,txtwerk,Portugiesisch,Q5146,ambiverse,3575_3588,20090101:170302-99-498951/11
Japanisch,Japanisch,Q5287,txtwerk,Japan,Q17,ambiverse,3600_3609,20090101:170302-99-498951/11
"Amazon Prime",Amazon.com,Q3884,aylien,"Amazon Video",Q4740856,txtwerk,1399_1411,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,ambiverse,3553_3559,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,txtwerk,3553_3559,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,ambiverse,4299_4305,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,txtwerk,4299_4305,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,ambiverse,1300_1306,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,txtwerk,1300_1306,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,ambiverse,3061_3067,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,txtwerk,3061_3067,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,ambiverse,2407_2413,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,txtwerk,2407_2413,20090101:170302-99-498951/11
"französischer",Frankreich,Q142,textrazor,"Fünfte Französische Republik",Q200686,txtwerk,3427_3440,20090101:170302-99-498951/11
englischer,England,Q21,textrazor,"Vereinigtes Königreich",Q145,txtwerk,3415_3425,20090101:170302-99-498951/11
Japanisch,Japanisch,Q5287,textrazor,Japan,Q17,ambiverse,3600_3609,20090101:170302-99-498951/11
Portugiesisch,Portugiesisch,Q5146,textrazor,Portugal,Q45,txtwerk,3575_3588,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,ambiverse,4665_4671,20090101:170302-99-498951/11
Amazon,"Amazon Video",Q4740856,textrazor,Amazon.com,Q3884,txtwerk,4665_4671,20090101:170302-99-498951/11
Comedy,Comedy,Q1113999,textrazor,"Filmkomödie",Q157443,ambiverse,4827_4833,20090101:170302-99-498951/11
Euro,Euro,Q4916,textrazor,Europa,Q46,ambiverse,633_637,20090101:170302-99-498951/11
Regisseur,Regisseur,Q2526255,txt_alt,Regisseur,Q3455803,txtwerk,129_138,20090101:170302-99-498951/11
Regisseur,Regisseur,Q2526255,txt_alt,Regisseur,Q3455803,textrazor,129_138,20090101:170302-99-498951/11
"Warner Bros.","Warner Bros.",Q21077,txt_alt,"Warner Bros. Entertainment",Q126399,ambiverse,1068_1080,20090101:170302-99-498951/11
"Warner Bros.","Warner Bros.",Q21077,txt_alt,"Warner Bros. Entertainment",Q126399,txtwerk,1068_1080,20090101:170302-99-498951/11
Amazon,Amazon.com,Q3884,txt_alt,"Amazon Video",Q4740856,textrazor,1300_1306,20090101:170302-99-498951/11
Amazon,Amazon.com,Q3884,txt_alt,"Amazon Video",Q4740856,textrazor,2407_2413,20090101:170302-99-498951/11
