surface,label_1,uri_1,tool_1,label_2,uri_2,tool_2,id,dpa_id
"Jan Böhmermann","Andreas Gabalier",Q497370,txt_alt,"Jan Böhmermann",Q1361675,ambiverse,4704_4718,20090101:170529-99-636063/3
"Jan Böhmermann","Andreas Gabalier",Q497370,txt_alt,"Jan Böhmermann",Q1361675,dandelion,4704_4718,20090101:170529-99-636063/3
"Jan Böhmermann","Andreas Gabalier",Q497370,txt_alt,"Jan Böhmermann",Q1361675,txtwerk,4704_4718,20090101:170529-99-636063/3
"Jan Böhmermann","Andreas Gabalier",Q497370,txt_alt,"Jan Böhmermann",Q1361675,textrazor,4704_4718,20090101:170529-99-636063/3
Hektar,Hektar,Q35852,txtwerk,Ar,Q185078,dandelion,917_923,20090101:170530-99-652208/5
Hektar,Hektar,Q35852,textrazor,Ar,Q185078,dandelion,917_923,20090101:170530-99-652208/5
Euro,Euro,Q4916,textrazor,Europa,Q46,ambiverse,1189_1193,20090101:170530-99-652208/5
Euro,Euro,Q4916,textrazor,Europa,Q46,ambiverse,1041_1045,20090101:170530-99-652208/5
Euro,Euro,Q4916,textrazor,Europa,Q46,ambiverse,1242_1246,20090101:170530-99-652208/5
Obst,Obst,Q1458465,txt_alt,Obst,Q3314483,dandelion,173_177,20090101:170530-99-652208/5
Obst,Obst,Q1458465,txt_alt,Obst,Q3314483,txtwerk,173_177,20090101:170530-99-652208/5
Hektar,Hektar,Q35852,txt_alt,Ar,Q185078,dandelion,917_923,20090101:170530-99-652208/5
"Brüssel","Europäische Union",Q458,txtwerk,"Brüssel",Q9005,ambiverse,182_189,20090101:170530-99-655011/8
"Brüssel","Europäische Union",Q458,txtwerk,"Brüssel",Q9005,dandelion,182_189,20090101:170530-99-655011/8
Europa,"Europäische Union",Q458,txtwerk,Europa,Q46,ambiverse,327_333,20090101:170530-99-655011/8
Europa,"Europäische Union",Q458,txtwerk,Europa,Q46,dandelion,327_333,20090101:170530-99-655011/8
Europa,Europa,Q46,textrazor,"Europäische Union",Q458,txtwerk,327_333,20090101:170530-99-655011/8
"Brüssel","Brüssel",Q9005,textrazor,"Europäische Union",Q458,txtwerk,182_189,20090101:170530-99-655011/8
"Brüssel","Brüssel",Q239,txt_alt,"Brüssel",Q9005,ambiverse,182_189,20090101:170530-99-655011/8
"Brüssel","Brüssel",Q239,txt_alt,"Brüssel",Q9005,dandelion,182_189,20090101:170530-99-655011/8
"Brüssel","Brüssel",Q239,txt_alt,"Europäische Union",Q458,txtwerk,182_189,20090101:170530-99-655011/8
"Brüssel","Brüssel",Q239,txt_alt,"Brüssel",Q9005,textrazor,182_189,20090101:170530-99-655011/8
Loris,Loris,Q368623,dandelion,"Loris Baz",Q3259582,ambiverse,1584_1589,20090101:170530-99-659063/4
Familie,Familie,Q35409,txtwerk,Familie,Q8436,dandelion,56_63,20090101:170530-99-659063/4
Familie,Familie,Q35409,txtwerk,Familie,Q8436,dandelion,1274_1281,20090101:170530-99-659063/4
Familie,Familie,Q35409,txtwerk,Familie,Q8436,dandelion,1711_1718,20090101:170530-99-659063/4
Loris,Loris,Q368623,textrazor,"Loris Baz",Q3259582,ambiverse,1584_1589,20090101:170530-99-659063/4
Regisseur,Regisseur,Q2526255,txt_alt,Regisseur,Q3455803,dandelion,1172_1181,20090101:170530-99-659063/4
Regisseur,Regisseur,Q2526255,txt_alt,Regisseur,Q3455803,txtwerk,1172_1181,20090101:170530-99-659063/4
Regisseur,Regisseur,Q2526255,txt_alt,Regisseur,Q3455803,textrazor,1172_1181,20090101:170530-99-659063/4
"Türkei","Türkische Fußballnationalmannschaft",Q483856,dandelion,"Türkei",Q43,ambiverse,474_480,20090101:170531-99-666630/3
Kaiserslautern,Kaiserslautern,Q3758,dandelion,"1. FC Kaiserslautern",Q8466,ambiverse,634_648,20090101:170531-99-666630/3
"Türkei","Türkei",Q43,txtwerk,"Türkische Fußballnationalmannschaft",Q483856,dandelion,474_480,20090101:170531-99-666630/3
Kaiserslautern,Kaiserslautern,Q3758,txtwerk,"1. FC Kaiserslautern",Q8466,ambiverse,634_648,20090101:170531-99-666630/3
Dortmund,"Reichsstadt Dortmund",Q2055974,txtwerk,Dortmund,Q1295,ambiverse,683_691,20090101:170531-99-666630/3
Dortmund,"Reichsstadt Dortmund",Q2055974,txtwerk,Dortmund,Q1295,dandelion,683_691,20090101:170531-99-666630/3
Dortmund,Dortmund,Q1295,aylien,"Reichsstadt Dortmund",Q2055974,txtwerk,683_691,20090101:170531-99-666630/3
Kaiserslautern,Kaiserslautern,Q3758,aylien,"1. FC Kaiserslautern",Q8466,ambiverse,634_648,20090101:170531-99-666630/3
Dortmund,Dortmund,Q1295,textrazor,"Reichsstadt Dortmund",Q2055974,txtwerk,683_691,20090101:170531-99-666630/3
